Unnamed: 0,categoria,asunto,preprocessed_text
119,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip pérez valero, en arona, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'perez', 'valero', 'arona', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
120,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip princesa tejina, en san cristóbal de la laguna, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'princesa', 'tejina', 'san', 'cristobal', 'laguna', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
121,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip san josé de calasanz, en puerto del rosario, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'san', 'jose', 'calasanz', 'puerto', 'rosario', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
122,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip san juan, en haría, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'san', 'juan', 'haria', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
123,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip santa cruz de california, en santa cruz de tenerife, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'santa', 'cruz', 'california', 'santa', 'cruz', 'tenerife', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
124,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip santidad, en arucas, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'santidad', 'arucas', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
125,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip virgen de los volcanes, en tinajo, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'virgen', 'volcanes', 'tinajo', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
126,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceo argana, en arrecife, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceo', 'argana', 'arrecife', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
127,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceo manuel de falla, en la orotava, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceo', 'manuel', 'falla', 'orotava', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
128,EDUCACIÓN Y COMUNICACIÓN,"Criterios para no implantar en el curso 2022/2023, con carácter de experiencia piloto, ningún aula del tercer curso del primer ciclo de educación infantil en centros públicos en san bartolomé de tirajana, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'aula', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'centros', 'publicos', 'san', 'bartolome', 'tirajana', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
129,EDUCACIÓN Y COMUNICACIÓN,"Criterios para no implantar en el curso 2022/2023, con carácter de experiencia piloto, ningún aula del tercer curso del primer ciclo de educación infantil en centros públicos en santa lucía, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'aula', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'centros', 'publicos', 'santa', 'lucia', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
130,EDUCACIÓN Y COMUNICACIÓN,"Criterios para no implantar en el curso 2022/2023, con carácter de experiencia piloto, ningún aula del tercer curso del primer ciclo de educación infantil en centros públicos en telde, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'aula', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'centros', 'publicos', 'telde', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
131,"AGRICULTURA, SILVICULTURA Y PESCA","Cuantificación de la aportación de la pesca de recreo a la soberanía alimentaria, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['cuantificacion', 'aportacion', 'pesca', 'recreo', 'soberania', 'alimentaria', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
132,ASUNTOS FINANCIEROS,"Cuantificación de lo ingresado por el sector turístico durante 2019 por operaciones vinculadas con la compañía thomas cook y/o sus filiales, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","['cuantificacion', 'ingresado', 'sector', 'turistico', '2019', 'operaciones', 'vinculadas', 'compañia', 'thomas', 'cook', 'filiales', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
133,ASUNTOS FINANCIEROS,"Cuantificación de lo ingresado por el sector turístico durante 2020 por operaciones vinculadas con la compañía thomas cook y/o sus filiales, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","['cuantificacion', 'ingresado', 'sector', 'turistico', '2020', 'operaciones', 'vinculadas', 'compañia', 'thomas', 'cook', 'filiales', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
134,ASUNTOS SOCIALES,"Cumplimento de condiciones de habitabilidad de inmuebles relacionados, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['cumplimento', 'condiciones', 'habitabilidad', 'inmuebles', 'relacionados', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
135,EDUCACIÓN Y COMUNICACIÓN,"Cumplimiento de la pnlc sobre el tiro deportivo, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['cumplimiento', 'pnlc', 'tiro', 'deportivo', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
136,ASUNTOS SOCIALES,"Cumplimiento del protocolo existente para la recogida de los desechos sanitarios en el hospital general de fuerteventura, dirigida al sr. consejero de sanidad.","['cumplimiento', 'protocolo', 'existente', 'recogida', 'desechos', 'sanitarios', 'hospital', 'fuerteventura', 'dirigida', 'consejero', 'sanidad']"
137,ASUNTOS SOCIALES,"Datos de la línea de atención a la conducta suicida en funcionamiento desde el 10 de mayo, respecto a la comunidad autónoma de canarias, dirigida al sr. consejero de sanidad.","['datos', 'linea', 'atencion', 'conducta', 'suicida', 'funcionamiento', '10', 'mayo', 'comunidad', 'autonoma', 'canarias', 'dirigida', 'consejero', 'sanidad']"
138,ASUNTOS SOCIALES,"Desarrollo reglamentario previsto en el artículo 100 de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['desarrollo', 'reglamentario', 'previsto', 'articulo', '100', 'ley', '12019', '30', 'enero', 'actividad', 'fisica', 'deporte', 'canarias', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
139,ASUNTOS SOCIALES,"Desarrollo reglamentario previsto en el artículo 31 de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['desarrollo', 'reglamentario', 'previsto', 'articulo', '31', 'ley', '12019', '30', 'enero', 'actividad', 'fisica', 'deporte', 'canarias', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
140,ASUNTOS SOCIALES,"Desarrollo reglamentario previsto en el artículo 35 de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['desarrollo', 'reglamentario', 'previsto', 'articulo', '35', 'ley', '12019', '30', 'enero', 'actividad', 'fisica', 'deporte', 'canarias', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
141,ASUNTOS SOCIALES,"Desarrollo reglamentario previsto en la disposición adicional segunda de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['desarrollo', 'reglamentario', 'previsto', 'disposicion', 'adicional', 'ley', '12019', '30', 'enero', 'actividad', 'fisica', 'deporte', 'canarias', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
142,ASUNTOS SOCIALES,"Desarrollo reglamentario previsto en la disposición final cuarta de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['desarrollo', 'reglamentario', 'previsto', 'disposicion', 'cuarta', 'ley', '12019', '30', 'enero', 'actividad', 'fisica', 'deporte', 'canarias', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
143,ASUNTOS SOCIALES,"Desarrollo reglamentario previsto en los artículos 97 y 98 de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['desarrollo', 'reglamentario', 'previsto', 'articulos', '97', '98', 'ley', '12019', '30', 'enero', 'actividad', 'fisica', 'deporte', 'canarias', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
144,VIDA POLÍTICA,"Descargas realizadas de la app móvil identifica gobcan, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['descargas', 'realizadas', 'app', 'movil', 'identifica', 'gobcan', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
145,INDUSTRIA,"Destino concreto de  3.000.000 de euros de la partida 226g0103 equipamiento infraestructuras sanitarias a. e para la isla de fuerteventura, en el presupuesto de canarias para 2022, dirigida al sr, consejero de sanidad.","['destino', 'concreto', '3000000', 'euros', 'partida', '226g0103', 'equipamiento', 'infraestructuras', 'sanitarias', 'isla', 'fuerteventura', 'presupuesto', 'canarias', '2022', 'dirigida', 'consejero', 'sanidad']"
146,INDUSTRIA,"Destino concreto de 1.252.384 euros de la partida 186g0162, ampliación del hospital de fuerteventura: módulos c y e, en el presupuesto de canarias para 2022, dirigida al sr. consejero de sanidad.","['destino', 'concreto', '1252384', 'euros', 'partida', '186g0162', 'ampliacion', 'hospital', 'fuerteventura', 'modulos', 'presupuesto', 'canarias', '2022', 'dirigida', 'consejero', 'sanidad']"
147,INDUSTRIA,"Destino concreto de 1.396.675 euros de la partida 216g0348 c18. i1, plan renovación tecnologías sanitarias en scs para fuerteventura, en el presupuesto de canarias para 2022, dirigida al sr. consejero de sanidad.","['destino', 'concreto', '1396675', 'euros', 'partida', '216g0348', 'c18', 'i1', 'plan', 'renovacion', 'tecnologias', 'sanitarias', 'scs', 'fuerteventura', 'presupuesto', 'canarias', '2022', 'dirigida', 'consejero', 'sanidad']"
148,INDUSTRIA,"Destino concreto de 1.500.000 euros de la partida 226g0108 modernización y reposición tecnológica hospitalaria (react eu) para fuerteventura, en el presupuesto de canarias para 2022, dirigida al sr. consejero de sanidad.","['destino', 'concreto', '1500000', 'euros', 'partida', '226g0108', 'modernizacion', 'reposicion', 'tecnologica', 'hospitalaria', 'react', 'eu', 'fuerteventura', 'presupuesto', 'canarias', '2022', 'dirigida', 'consejero', 'sanidad']"
149,ASUNTOS SOCIALES,"Destino concreto de 100.000 euros de la partida  216g0060 cs antigua, en el presupuesto de canarias para 2022, dirigida al sr. consejero de sanidad.","['destino', 'concreto', '100000', 'euros', 'partida', '216g0060', 'cs', 'antigua', 'presupuesto', 'canarias', '2022', 'dirigida', 'consejero', 'sanidad']"
150,INDUSTRIA,"Destino concreto de 400.000 euros de la partida 166g0101 obras, reformas y equipamientos g.s.s. fuerteventura, en el presupuesto de canarias para 2022, dirigida al sr. consejero de sanidad.","['destino', 'concreto', '400000', 'euros', 'partida', '166g0101', 'obras', 'reformas', 'equipamientos', 'gss', 'fuerteventura', 'presupuesto', 'canarias', '2022', 'dirigida', 'consejero', 'sanidad']"
151,ASUNTOS SOCIALES,"Destino concreto y criterios de distribución de 100.000 mascarillas fpp2, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['destino', 'concreto', 'criterios', 'distribucion', '100000', 'mascarillas', 'fpp2', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
152,ECONOMÍA,"Destino del dinero del proyecto 217g0094, acciones de apoyo a la internacionalización (best in gc), no ejecutado en 2021, dirigida a la sra. consejera de economía, conocimiento y empleo.","['destino', 'dinero', 'proyecto', '217g0094', 'acciones', 'apoyo', 'internacionalizacion', 'best', 'in', 'gc', 'ejecutado', '2021', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
153,ASUNTOS FINANCIEROS,"Devolución del igic ingresado por el sector turístico por facturas con thomas cook y que no han sido pagadas por la mencionada empresa, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","['devolucion', 'igic', 'ingresado', 'sector', 'turistico', 'facturas', 'thomas', 'cook', 'pagadas', 'mencionada', 'empresa', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
154,ASUNTOS FINANCIEROS,"Devolución del igic ingresado por las empresas turísticas por operaciones con el operador thomas cook y sus filiales vinculado a operaciones/facturas no pagadas, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","['devolucion', 'igic', 'ingresado', 'empresas', 'turisticas', 'operaciones', 'operador', 'thomas', 'cook', 'filiales', 'vinculado', 'operacionesfacturas', 'pagadas', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
155,ASUNTOS FINANCIEROS,"Distribución entre actuaciones de los fondos europeos recibidos por la comunidad autónoma en 2021, respecto a los 295,9 millones de euros del programa react-ue en 2021, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","['distribucion', 'actuaciones', 'fondos', 'europeos', 'recibidos', 'comunidad', 'autonoma', '2021', '2959', 'millones', 'euros', 'programa', 'reactue', '2021', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
156,ASUNTOS FINANCIEROS,"Distribución exacta entre las actuaciones y programas de los fondos europeos recibidos por la comunidad autónoma en 2021, respecto a los 639,79 millones de euros del programa de mrr, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","['distribucion', 'exacta', 'actuaciones', 'programas', 'fondos', 'europeos', 'recibidos', 'comunidad', 'autonoma', '2021', '63979', 'millones', 'euros', 'programa', 'mrr', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
157,ASUNTOS FINANCIEROS,"Distribución exacta entre todas las actuaciones y programas, indicando cantidad ejecutada, pendiente y porcentaje de ejecución, de los fondos europeos recibidos por la comunidad autónoma en 2021, respecto a los 639,79 millones de euros del programa mrr, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","['distribucion', 'exacta', 'actuaciones', 'programas', 'indicando', 'cantidad', 'ejecutada', 'pendiente', 'porcentaje', 'ejecucion', 'fondos', 'europeos', 'recibidos', 'comunidad', 'autonoma', '2021', '63979', 'millones', 'euros', 'programa', 'mrr', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
158,ASUNTOS SOCIALES,"Dotación a la unidad transcan de los 5 puestos que deberían integrar el equipo disciplinar, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['dotacion', 'unidad', 'transcan', '5', 'puestos', 'deberian', 'integrar', 'equipo', 'disciplinar', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
159,EDUCACIÓN Y COMUNICACIÓN,"Dotación al municipio de la oliva de un centro de formación profesional, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['dotacion', 'municipio', 'oliva', 'centro', 'formacion', 'profesional', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
160,EDUCACIÓN Y COMUNICACIÓN,"Efectividad de la convocatoria de las ayudas al transporte de estudiantes de estudios superiores de las islas no capitalinas, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['efectividad', 'convocatoria', 'ayudas', 'transporte', 'estudiantes', 'estudios', 'superiores', 'islas', 'capitalinas', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
161,ASUNTOS SOCIALES,"Efectividad de la convocatoria que debe hacerse para la solicitud del bono joven para el alquiler aprobada por el gobierno de españa, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['efectividad', 'convocatoria', 'hacerse', 'solicitud', 'bono', 'joven', 'alquiler', 'aprobada', 'gobierno', 'españa', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
162,ASUNTOS SOCIALES,"Ejemplares del almanaque infantil bicácaro que se han repartido en los centros de educación infantil, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['ejemplares', 'almanaque', 'infantil', 'bicacaro', 'repartido', 'centros', 'educacion', 'infantil', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
163,"AGRICULTURA, SILVICULTURA Y PESCA","El acuerdo adoptado en lisboa en el 27.º pleno del comité mixto de frutas y hortalizas francia-españa-italia-portugal, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['adoptado', 'lisboa', '27º', 'pleno', 'comite', 'mixto', 'frutas', 'hortalizas', 'franciaespañaitaliaportugal', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
164,MEDIO AMBIENTE,"El acuerdo con el cabildo de lanzarote en relación a la evaluación ambiental, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['cabildo', 'lanzarote', 'relacion', 'evaluacion', 'ambiental', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
165,ASUNTOS SOCIALES,"El alcance de la campaña de instagram destinada a los jóvenes de reino unido entre 13 y 17 años, dirigida a la sra. consejera de turismo, industria y comercio.","['alcance', 'campaña', 'instagram', 'destinada', 'jovenes', 'reino', 'unido', '13', '17', 'años', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
166,ASUNTOS SOCIALES,"El balance actual de la eficacia del sistema de seguimiento integral de los casos de violencia de género viogen, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['balance', 'actual', 'eficacia', 'sistema', 'seguimiento', 'integral', 'casos', 'violencia', 'genero', 'viogen', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
167,ASUNTOS SOCIALES,"El contrato de adquisición de 48000 test pcr realizado por el servicio canario de la salud en el primer semestre de 2021 por un coste de 720.000 euros, dirigida al sr. consejero de sanidad.","['contrato', 'adquisicion', '48000', 'test', 'pcr', 'servicio', 'canario', 'salud', 'semestre', '2021', 'coste', '720000', 'euros', 'dirigida', 'consejero', 'sanidad']"
168,EDUCACIÓN Y COMUNICACIÓN,"El contrato del personal no docente que atiende al alumnado con necesidades específicas de apoyo educativo y trastornos graves de la emoción y la conducta, escolarizado en los centros educativos, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['contrato', 'personal', 'docente', 'atiende', 'alumnado', 'necesidades', 'especificas', 'apoyo', 'educativo', 'trastornos', 'graves', 'emocion', 'conducta', 'escolarizado', 'centros', 'educativos', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
169,ASUNTOS SOCIALES,"El convenio para combatir la despoblación en el medio rural, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['convenio', 'combatir', 'despoblacion', 'rural', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
170,"AGRICULTURA, SILVICULTURA Y PESCA","El coste de la campaña de navidad para promocionar el producto ecológico y local realizado por el instituto canario y de calidad agroalimentaria, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['coste', 'campaña', 'navidad', 'promocionar', 'producto', 'ecologico', 'local', 'instituto', 'canario', 'calidad', 'agroalimentaria', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
171,ASUNTOS SOCIALES,"El coste de la campaña para promover la eliminación de los estereotipos en las jugueterías, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['coste', 'campaña', 'promover', 'eliminacion', 'estereotipos', 'jugueterias', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
172,ASUNTOS SOCIALES,"El coste de la campaña publicitaria emitida en antena 3 en formato publirreportaje sobre el plan canarias te cuida, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['coste', 'campaña', 'publicitaria', 'emitida', 'antena', '3', 'formato', 'publirreportaje', 'plan', 'canarias', 'cuida', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
173,VIDA POLÍTICA,"El coste de los servicios de emergencia y seguridad dependientes del gobierno de canarias a lo largo de la erupción volcánica en la palma, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['coste', 'servicios', 'emergencia', 'seguridad', 'dependientes', 'gobierno', 'canarias', 'erupcion', 'volcanica', 'palma', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
174,"AGRICULTURA, SILVICULTURA Y PESCA","El coste del catálogo que presentó gmr en fitur para la venta de productos canarios en una plataforma digital, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['coste', 'catalogo', 'presento', 'gmr', 'fitur', 'venta', 'productos', 'canarios', 'plataforma', 'digital', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
175,DERECHO,"El coste que ha tenido la implantación de textualización de las grabaciones de las vistas judiciales, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['coste', 'implantacion', 'textualizacion', 'grabaciones', 'vistas', 'judiciales', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
180,"AGRICULTURA, SILVICULTURA Y PESCA","El cultivo de manzanero pajarita en el valle de la orotava y sus posibles estrategias de valorización y cultivo, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['cultivo', 'manzanero', 'pajarita', 'valle', 'orotava', 'posibles', 'estrategias', 'valorizacion', 'cultivo', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
181,VIDA POLÍTICA,"El desarrollo de la parte pública del aplicativo de playas para hacerlo accesible a la ciudadanía, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['desarrollo', 'publica', 'aplicativo', 'playas', 'accesible', 'ciudadania', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
182,ASUNTOS SOCIALES,"El desarrollo de un historial clínico único de cada paciente donde todos los profesionales puedan tener acceso, dirigida al sr. consejero de sanidad.","['desarrollo', 'historial', 'clinico', 'unico', 'paciente', 'profesionales', 'puedan', 'acceso', 'dirigida', 'consejero', 'sanidad']"
183,VIDA POLÍTICA,"El desarrollo del visor de playas para hacerlo accesible a los ciudadanos, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['desarrollo', 'visor', 'playas', 'accesible', 'ciudadanos', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
184,EDUCACIÓN Y COMUNICACIÓN,"El desarrollo reglamentario de la actividad de intervención administrativa sobre el uso y actividad de creación de obras audiovisuales, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['desarrollo', 'reglamentario', 'actividad', 'intervencion', 'administrativa', 'actividad', 'creacion', 'obras', 'audiovisuales', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
185,ENERGÍA,"El desarrollo reglamentario de la actividad de intervención administrativa sobre las explotaciones de energía geotérmica, dirigida a la sra. consejera de turismo, industria y comercio.","['desarrollo', 'reglamentario', 'actividad', 'intervencion', 'administrativa', 'explotaciones', 'energia', 'geotermica', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
186,MEDIO AMBIENTE,"El desarrollo reglamentario de los requisitos documentales de las declaraciones responsables en materia de costas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['desarrollo', 'reglamentario', 'requisitos', 'documentales', 'declaraciones', 'responsables', 'materia', 'costas', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
187,VIDA POLÍTICA,"El diseño de la organización judicial en la comunidad autónoma de canarias para una mejor prestación de servicios, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['diseño', 'organizacion', 'judicial', 'comunidad', 'autonoma', 'canarias', 'prestacion', 'servicios', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
188,INDUSTRIA,"El estado de ejecución del presupuesto (inversiones) de 2021 en infraestructuras educativas en lanzarote, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['ejecucion', 'presupuesto', 'inversiones', '2021', 'infraestructuras', 'educativas', 'lanzarote', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
189,ASUNTOS SOCIALES,"El expediente de contratación administrativa del servicio de atención sociosanitaria en el centro de atención a personas en situación de dependencia derivada de discapacidad física de el sauzal, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['expediente', 'contratacion', 'administrativa', 'servicio', 'atencion', 'sociosanitaria', 'centro', 'atencion', 'personas', 'situacion', 'dependencia', 'derivada', 'discapacidad', 'fisica', 'sauzal', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
