Unnamed: 0,Tipo de accidente,Descripción del accidente,preprocessed_text
1979,Salida de vía,Salida de vía sin heridos ni daños en carril derecho. Corto carril derecho hasta retirada en grúa de movilidad.,"['salida', 'via', 'heridos', 'daños', 'carril', 'derecho', 'corto', 'carril', 'derecho', 'retirada', 'grua', 'movilidad']"
1980,Salida de vía,Accidente con daños en carril derecho,"['accidente', 'daños', 'carril', 'derecho']"
1981,Salida de vía,Aviso de salida de via con daños. Corte total 20RE,"['aviso', 'salida', 'via', 'daños', 'corte', '20re']"
1982,Salida de vía,"Vehículo que se sale de la vía golpeándose con el bordillo izquierdo (sólo arañazos). No hay daños personales ni materiales. Se corta carril izquierdo, señalizamos y cargamos con plataforma y sacamos a C/ Alejandro Dumas. Se encuentra SAMUR","['vehiculo', 'sale', 'via', 'golpeandose', 'bordillo', 'izquierdo', 'arañazos', 'daños', 'personales', 'materiales', 'corta', 'carril', 'izquierdo', 'señalizamos', 'cargamos', 'plataforma', 'sacamos', 'alejandro', 'dumas', 'samur']"
1983,Salida de vía,"Vehñiculo que se sala de vía golpeando contra el bordillo. No causa daños ni materiales ni personales. Llegamos al punto con vehículo híbrido, cambiamos recurso por grúa plataforma para poder sacar vehículo al exterior. ","['vehñiculo', 'sala', 'via', 'golpeando', 'bordillo', 'causa', 'daños', 'materiales', 'personales', 'llegamos', 'punto', 'vehiculo', 'hibrido', 'cambiamos', 'recurso', 'grua', 'plataforma', 'sacar', 'vehiculo', 'exterior']"
1984,Salida de vía,Salida de vía carril derecho,"['salida', 'via', 'carril', 'derecho']"
1985,Salida de vía,Salida de vía con colisión contra el muro,"['salida', 'via', 'colision', 'muro']"
1986,Otros,Caída de motorista sin heridos sin daños. Corto cuarto de carril derecho hasta que SAMUR atiende dando de alta en el punto a usuario de la moto. Moto sacada con grúa propia. ,"['caida', 'motorista', 'heridos', 'daños', 'corto', 'cuarto', 'carril', 'derecho', 'samur', 'atiende', 'dando', 'alta', 'punto', 'usuario', 'moto', 'moto', 'sacada', 'grua']"
1987,Otros,"Caida de motorista. El ususario es trasladado por SAMUR, con pronostico reservado al clínico, se hace cargo de la moto grua de movilidad. Cortamos dos carriles derechos de 13:58 a 15:10.","['caida', 'motorista', 'ususario', 'trasladado', 'samur', 'pronostico', 'reservado', 'clinico', 'cargo', 'moto', 'grua', 'movilidad', 'cortamos', 'carriles', 'derechos', '1358', '1510']"
1988,Salida de vía,Salida de vía en margen izquierdo. Herido trasladado por SAMUR,"['salida', 'via', 'margen', 'izquierdo', 'herido', 'trasladado', 'samur']"
1989,Salida de vía,"Salida de vía con pastos lado izquierdo, con herido atendido por SAMUR en estado leve. Corto carril izquierdo y con permiso de Policía me retiro a otra incidencia urgente en 12RH. No hay daños y se deja cortado carril izquierdo. ","['salida', 'via', 'pastos', 'izquierdo', 'herido', 'atendido', 'samur', 'leve', 'corto', 'carril', 'izquierdo', 'permiso', 'policia', 'retiro', 'incidencia', 'urgente', '12rh', 'daños', 'deja', 'cortado', 'carril', 'izquierdo']"
1990,Salida de vía,"Colisión de vehículos con salida de via lado derecho e izquierdo, corto carril derecho pasando todos los vehículos a éste con Policía bomberos actúa sacando a usuario de vehículo 3 y es trasladado con pronóstico reservado al Hospital Clínico. Daños a patrimonio","['colision', 'vehiculos', 'salida', 'via', 'derecho', 'izquierdo', 'corto', 'carril', 'derecho', 'pasando', 'vehiculos', 'policia', 'bomberos', 'actua', 'sacando', 'usuario', 'vehiculo', '3', 'trasladado', 'pronostico', 'reservado', 'hospital', 'clinico', 'daños', 'patrimonio']"
1991,Salida de vía,Vuelco maargen derecho con daños. Corte carril derecho para actuación de Bomberos,"['vuelco', 'maargen', 'derecho', 'daños', 'corte', 'carril', 'derecho', 'actuacion', 'bomberos']"
1992,Colisión de vehículos,"Colisión de 2 vehículos por alcance en ramal 10RA. Al llegar al punto, Policía ha retirado los vehículos fuera de zona y están reanudando la marcha","['colision', '2', 'vehiculos', 'alcance', 'ramal', '10ra', 'llegar', 'punto', 'policia', 'retirado', 'vehiculos', 'zona', 'reanudando', 'marcha']"
1993,Colisión de vehículos,"Colisión por alcance entre moto y coche, sin heridos ni daños carril derecho. Corto carril derecho hasta retirada de ambos por sus medios. Ningún usuario quiere asistencia médica","['colision', 'alcance', 'moto', 'coche', 'heridos', 'daños', 'carril', 'derecho', 'corto', 'carril', 'derecho', 'retirada', 'medios', 'usuario', 'asistencia', 'medica']"
1994,Colisión de vehículos,"Colisión de 2 vehículos en carril derecho. Vehículo reanuda la marcha por sus medios, la moto a espera de grúa en apartadero derecho","['colision', '2', 'vehiculos', 'carril', 'derecho', 'vehiculo', 'reanuda', 'marcha', 'medios', 'moto', 'espera', 'grua', 'apartadero', 'derecho']"
1995,Colisión de vehículos,Colisión de 4 vehículos en carril izquierdo. En el punto sólo quedan 2 vehículos,"['colision', '4', 'vehiculos', 'carril', 'izquierdo', 'punto', 'quedan', '2', 'vehiculos']"
1996,Colisión de vehículos,Accidente en carril derecho. Vehículo 2 sin datos,"['accidente', 'carril', 'derecho', 'vehiculo', '2', 'datos']"
1997,Salida de vía,Salida de vía de vehículo sin heridos y con daños a patrimonio. Los restos de los daños golpean en otros vehículos,"['salida', 'via', 'vehiculo', 'heridos', 'daños', 'patrimonio', 'restos', 'daños', 'golpean', 'vehiculos']"
1998,Otros,Góndola portacoches que golpea en clave de túnel. Tomamos datos en exterior,"['gondola', 'portacoches', 'golpea', 'clave', 'tunel', 'tomamos', 'datos', 'exterior']"
1999,Colisión de vehículos,"Colisión entre 3 vehículos sin víctimas: Un vehículo es sacado por C-10, otro sale por sus medios, otro con híbrido de Valencia.","['colision', '3', 'vehiculos', 'victimas', 'vehiculo', 'sacado', 'c10', 'sale', 'medios', 'hibrido', 'valencia']"
2000,Colisión de vehículos,Accidente de vehículo. Señalizamos con Bul C-15 y retiramos vehículo con F-11,"['accidente', 'vehiculo', 'señalizamos', 'bul', 'c15', 'retiramos', 'vehiculo', 'f11']"
2001,Colisión de vehículos,"Accidente entre 3 vehículos por alcance ocupando el arcen derecho, 1 herido leve dado de alta en el punto.","['accidente', '3', 'vehiculos', 'alcance', 'ocupando', 'arcen', 'derecho', '1', 'herido', 'leve', 'alta', 'punto']"
2002,Colisión de vehículos,"Accidente entre 2 vehículos por alcance ocupando el carril derecho, 1 adulto y 1 menor traslaldados al Hospital Clínico con pronsotico reservado y 1 menor dado de alta en el punto.","['accidente', '2', 'vehiculos', 'alcance', 'ocupando', 'carril', 'derecho', '1', 'adulto', '1', 'menor', 'traslaldados', 'hospital', 'clinico', 'pronsotico', 'reservado', '1', 'menor', 'alta', 'punto']"
2003,Colisión de vehículos,Accidente entre 2 vehículos por alcance en el carril izquierdo que son trasladados al arcén derecho.,"['accidente', '2', 'vehiculos', 'alcance', 'carril', 'izquierdo', 'trasladados', 'arcen', 'derecho']"
2004,Colisión de vehículos,"Accidente entre 4 vehículos por alcance, 3 vehículos son retirados por sus grúas y 1 por grúa de emesa.","['accidente', '4', 'vehiculos', 'alcance', '3', 'vehiculos', 'retirados', 'gruas', '1', 'grua', 'emesa']"
2005,Salida de vía,"Aviso de accidente de moto, señalizamos con BUL C-15, se trata de una moto que ha colisionado contra bordillo y columna. SAMUR atiende en el punto a los dos ocupantes, y posteriormente los traslada al hospital.","['aviso', 'accidente', 'moto', 'señalizamos', 'bul', 'c15', 'moto', 'colisionado', 'bordillo', 'columna', 'samur', 'atiende', 'punto', 'ocupantes', 'posteriormente', 'traslada', 'hospital']"
2006,Colisión de vehículos,"Accidente por alcance en carril central. Sin daños materiales, aunque si personales. SAMUR traslada herido con pronostico reservado al copiloto de uno de los coches, nosotros estabamos allí con incidencia 11. Sacamos un turismo con grua C10","['accidente', 'alcance', 'carril', 'central', 'daños', 'materiales', 'personales', 'samur', 'traslada', 'herido', 'pronostico', 'reservado', 'copiloto', 'coches', 'estabamos', 'incidencia', '11', 'sacamos', 'turismo', 'grua', 'c10']"
2007,Colisión de vehículos,Colisión lateral de dos vehículos. PM los saca fuera de M30 para toma de datos.,"['colision', 'lateral', 'vehiculos', 'pm', 'saca', 'm30', 'toma', 'datos']"
2008,Colisión de vehículos,"Colisión moto coche, el coche sale por sus medios. La moto la sacamos al exterior en la plataforma. El herido es trasladado al clínico","['colision', 'moto', 'coche', 'coche', 'sale', 'medios', 'moto', 'sacamos', 'exterior', 'plataforma', 'herido', 'trasladado', 'clinico']"
2010,Colisión de vehículos,"Aviso de accidente de vehículos.Señalizamos con bull C-15. se trata de un alcance de dos vehículos, uno sale por sus medios y el otro lo sacamos con la F-11","['aviso', 'accidente', 'vehiculosseñalizamos', 'bull', 'c15', 'alcance', 'vehiculos', 'sale', 'medios', 'sacamos', 'f11']"
2011,Colisión de vehículos,"Vehículo parado en carrilo izquierdo accidentado.A mi llegada policía ha llevado al arcén derecho.Ocupantes atendidos por Samur,alta voluntaria.El otro vehículo se retira por sus medios.","['vehiculo', 'parado', 'carrilo', 'izquierdo', 'accidentadoa', 'llegada', 'policia', 'llevado', 'arcen', 'derechoocupantes', 'atendidos', 'samuralta', 'voluntariael', 'vehiculo', 'retira', 'medios']"
2012,Colisión de vehículos,"Acccidente en carril izquierdo.A mi llegada se encuentra conservación señalizando, solo queda 1 veh sin hneridos","['acccidente', 'carril', 'izquierdoa', 'llegada', 'conservacion', 'señalizando', 'queda', '1', 'veh', 'hneridos']"
2013,Colisión de vehículos,"Accidente leve.Alcance entre 2 veh. Debido a que no hay daños se les pide a los usuarios que rellenen el parte en exterior., parza evitar más retenciones. Los vehículos se retiran por sus medios.","['accidente', 'levealcance', '2', 'veh', 'daños', 'pide', 'usuarios', 'rellenen', 'exterior', 'parza', 'evitar', 'retenciones', 'vehiculos', 'retiran', 'medios']"
2014,Colisión de vehículos,"Colisión por alcance de dos vehículos en 14NL64, a nuestra llegada ya habían intercambiado datos y salen por sus medios.","['colision', 'alcance', 'vehiculos', '14nl64', 'llegada', 'habian', 'intercambiado', 'datos', 'salen', 'medios']"
2015,Colisión de vehículos,Accidente leve por alcance 2 vehículos en arcén derecho.Se toman los datos y reanudan la marcha por sus medios.,"['accidente', 'leve', 'alcance', '2', 'vehiculos', 'arcen', 'derechose', 'toman', 'datos', 'reanudan', 'marcha', 'medios']"
2017,Colisión de vehículos,Colisión de 2 vehículos en carril central y derecho,"['colision', '2', 'vehiculos', 'carril', 'central', 'derecho']"
2018,Colisión de vehículos,Accidente en arcén derecho. Un herido leve dado de alta en el lugar,"['accidente', 'arcen', 'derecho', 'herido', 'leve', 'alta']"
2019,Colisión de vehículos,Colisión entre vehículos. Sacamos vehículo 2,"['colision', 'vehiculos', 'sacamos', 'vehiculo', '2']"
2020,Colisión de vehículos,Colisión de 2 vehículos por alcance  ,"['colision', '2', 'vehiculos', 'alcance']"
2021,Colisión de vehículos,Señalizar vehículos accidentados en arcén derecho mientras hacen el parte.,"['señalizar', 'vehiculos', 'accidentados', 'arcen', 'derecho']"
2023,Colisión de vehículos,Colisión lateral de 2 vehículos arcén derecho toma de datos.,"['colision', 'lateral', '2', 'vehiculos', 'arcen', 'derecho', 'toma', 'datos']"
2024,Colisión de vehículos,"Accidente en carril izquierdo, sin heridos.","['accidente', 'carril', 'izquierdo', 'heridos']"
2025,Colisión de vehículos,Accidente por alcance en carril izquierdo.Con 1 herido leve al cual le trasladan a La Paz.,"['accidente', 'alcance', 'carril', 'izquierdocon', '1', 'herido', 'leve', 'trasladan', 'paz']"
2027,Colisión de vehículos,Accidente con heridos en carrilo derecho y central. Un herido trasladado al hospital Ramón y Cajal con pronóstico reservado.,"['accidente', 'heridos', 'carrilo', 'derecho', 'central', 'herido', 'trasladado', 'hospital', 'ramon', 'cajal', 'pronostico', 'reservado']"
2028,Colisión de vehículos,Alcance entre vehículos carril derecho un ocupante es atendido por Samur.dado de alta en el lugar.,"['alcance', 'vehiculos', 'carril', 'derecho', 'ocupante', 'atendido', 'samurdado', 'alta']"
2029,Colisión de vehículos,Colisión de 2 vehículos  en transfer.Policía los traslada al carril derecho.los vehículo toman y reanudan la marcha.En el punto solo queda un vehículo.,"['colision', '2', 'vehiculos', 'transferpolicia', 'traslada', 'carril', 'derecholos', 'vehiculo', 'toman', 'reanudan', 'marchaen', 'punto', 'queda', 'vehiculo']"
2031,Colisión de vehículos,Alcance entre vehículos en carril derecho.A mi llegada solo queda uno.,"['alcance', 'vehiculos', 'carril', 'derechoa', 'llegada', 'queda']"
2032,Colisión de vehículos,colisión de 2 vehículos en carril derecho.,"['colision', '2', 'vehiculos', 'carril', 'derecho']"
2033,Colisión de vehículos,Señalizar vehículo accidentado en arcén derecho derecho de C/Embajadores. Herido leve trasladado al hospital.,"['señalizar', 'vehiculo', 'accidentado', 'arcen', 'derecho', 'derecho', 'cembajadores', 'herido', 'leve', 'trasladado', 'hospital']"
2034,Colisión de vehículos,Colisión de 2 vehiculos en carril derecho. En el punto solo queda 1 vehiculo.,"['colision', '2', 'vehiculos', 'carril', 'derecho', 'punto', 'queda', '1', 'vehiculo']"
2035,Colisión de vehículos,"Colisión de vehiculos carril derecho, sin heridos. Los pasamos con Policía arcen derecho.","['colision', 'vehiculos', 'carril', 'derecho', 'heridos', 'pasamos', 'policia', 'arcen', 'derecho']"
2036,Colisión de vehículos,"Accidente por alcance entre 2 vehiculos, sinheridos, ni daños, prosiguen la marcha por sus medios.","['accidente', 'alcance', '2', 'vehiculos', 'sinheridos', 'daños', 'prosiguen', 'marcha', 'medios']"
2037,Colisión de vehículos,Colisión de 2 vehiculos en carril derecho.,"['colision', '2', 'vehiculos', 'carril', 'derecho']"
2038,Colisión de vehículos,Colisión de 2 vehiculos en carril izq. Policía lo traslada a arcen derecho.,"['colision', '2', 'vehiculos', 'carril', 'izq', 'policia', 'traslada', 'arcen', 'derecho']"
2041,Colisión de vehículos,Alcence entre vehiculos en carril izquierdo. Con ayuda de Policía salen de la via.,"['alcence', 'vehiculos', 'carril', 'izquierdo', 'ayuda', 'policia', 'salen', 'via']"
2042,Salida de vía,"Caida de motorista en calzada, traladado por Samur.","['caida', 'motorista', 'calzada', 'traladado', 'samur']"
2043,Colisión de vehículos,Golpe de chapa entre vehiculos. un vehiculo es retirado por grúa exterior. El otro se retira por sus medios.,"['golpe', 'chapa', 'vehiculos', 'vehiculo', 'retirado', 'grua', 'exterior', 'retira', 'medios']"
2044,Salida de vía,Señalizar accidente salida de vía con herido leve dado de alta en el punto.Daños al patrimonio. El veh lo retira su grúa.,"['señalizar', 'accidente', 'salida', 'via', 'herido', 'leve', 'alta', 'puntodaños', 'patrimonio', 'veh', 'retira', 'grua']"
2045,Salida de vía,"Accidente salida de vía, se golpea con el bordillo hastial izq realizando trompo y quedándose parado carril dcho cortamos dicho carril,A nuestra llegada está Samur señalizando cargamos en C-10 y lo retiramos ","['accidente', 'salida', 'via', 'golpea', 'bordillo', 'hastial', 'izq', 'realizando', 'trompo', 'quedandose', 'parado', 'carril', 'dcho', 'cortamos', 'carrila', 'llegada', 'samur', 'señalizando', 'cargamos', 'c10', 'retiramos']"
2046,Otros,Caída de motorista señalizo en arcén derecho atendido por el Samur y dado de alta en el lugar.,"['caida', 'motorista', 'señalizo', 'arcen', 'derecho', 'atendido', 'samur', 'alta']"
2047,Salida de vía,vehículo se sale de vía aen lado izquierdo produciendo daños al patrimonio.No hay heridos. Señalizo en arcén derecho.,"['vehiculo', 'sale', 'via', 'aen', 'izquierdo', 'produciendo', 'daños', 'patrimoniono', 'heridos', 'señalizo', 'arcen', 'derecho']"
2048,Colisión de vehículos,Señalizo colisión de vehículos sin daños ni heridos.Un vehículo es de M-30 implicado (F-56).,"['señalizo', 'colision', 'vehiculos', 'daños', 'heridosun', 'vehiculo', 'm30', 'implicado', 'f56']"
2049,Colisión de vehículos,"Señalizar un accidente entre un turismo y un motorista en el carril izquierdo, cuando dicho turismo frena el motorista cae a calzada tambien cuando frena. Sin heridos ni daños la patrimonio. Ambos son trasladados al carril derecho y posteriormente se retiran del punto por sus medios.","['señalizar', 'accidente', 'turismo', 'motorista', 'carril', 'izquierdo', 'turismo', 'frena', 'motorista', 'cae', 'calzada', 'frena', 'heridos', 'daños', 'patrimonio', 'trasladados', 'carril', 'derecho', 'posteriormente', 'retiran', 'punto', 'medios']"
2050,Colisión de vehículos,Señalizar un accidente entre un turismo y un motorista en el carril derecho. Sin heridos ni daños al patrimonio. ,"['señalizar', 'accidente', 'turismo', 'motorista', 'carril', 'derecho', 'heridos', 'daños', 'patrimonio']"
2051,Salida de vía,Accidente de 1 vehículo por salida de vía que colisiona contra la barandilla del lateral izquierdo quedandose parado en el carril derecho.,"['accidente', '1', 'vehiculo', 'salida', 'via', 'colisiona', 'barandilla', 'lateral', 'izquierdo', 'quedandose', 'parado', 'carril', 'derecho']"
2053,Otros,"Accidente de 1 motorista por caída ocupando el carril derecho, 1 herido leve trasladado al hospital. A las 19:00 h la motocicleta es retirada al arcen derecho.","['accidente', '1', 'motorista', 'caida', 'ocupando', 'carril', 'derecho', '1', 'herido', 'leve', 'trasladado', 'hospital', '1900', 'motocicleta', 'retirada', 'arcen', 'derecho']"
2054,Colisión de vehículos,"Accidente entre 4 vehículos por alcance en el carril izquierdo, son trasladados al arcén derecho. 1 herido leve atendido por el samur.","['accidente', '4', 'vehiculos', 'alcance', 'carril', 'izquierdo', 'trasladados', 'arcen', 'derecho', '1', 'herido', 'leve', 'atendido', 'samur']"
2056,Colisión de vehículos,Accidente entre 2 vehículos por alcance ocupando el arcén derecho.,"['accidente', '2', 'vehiculos', 'alcance', 'ocupando', 'arcen', 'derecho']"
2057,Salida de vía,Accidente de 1 vehículo por salida de vía que impacta contra la peana donde va instalada la bañera. Sin heridos se corta el carril del ramal y dicho vehículo es retirado por la plataforma C-10 a la Calle Alejandro Dumas. No hay derrame de líquidos.,"['accidente', '1', 'vehiculo', 'salida', 'via', 'impacta', 'peana', 'instalada', 'bañera', 'heridos', 'corta', 'carril', 'ramal', 'vehiculo', 'retirado', 'plataforma', 'c10', 'calle', 'alejandro', 'dumas', 'derrame', 'liquidos']"
2058,Colisión de vehículos,Accidente entre 3 vehículos por alcance ocupando el carril derecho hasta la retirada de los mismos por sus medios. Sin heridos ni daños al patrimonio.,"['accidente', '3', 'vehiculos', 'alcance', 'ocupando', 'carril', 'derecho', 'retirada', 'medios', 'heridos', 'daños', 'patrimonio']"
2059,Colisión de vehículos,Accidente entre 1 turismo y 1 autobus por alcance ocupando el carril derecho hasta la retirada de los mismos por sus medios. Sin heridos ni daños al patrimonio.,"['accidente', '1', 'turismo', '1', 'autobus', 'alcance', 'ocupando', 'carril', 'derecho', 'retirada', 'medios', 'heridos', 'daños', 'patrimonio']"
2060,Salida de vía,"Accidente de 1 vehículo por trompeo cuando se le rompe el embrague, ocupa el carril derecho. Sin heridos ni daños al patrimonio. Se retira del punto en su grúa.","['accidente', '1', 'vehiculo', 'trompeo', 'rompe', 'embrague', 'ocupa', 'carril', 'derecho', 'heridos', 'daños', 'patrimonio', 'retira', 'punto', 'grua']"
2061,Salida de vía,"El vehículo se ha marchado antes de llegar, no hay daños en el túnel.","['vehiculo', 'marchado', 'llegar', 'daños', 'tunel']"
2062,Colisión de vehículos,Señalizar accidente por alcance sin daños a patrimonio ni heridos en carril derecho. El vehículo 1 lo retira grúas Ollero y el vehículo 2 se retira por sus medios,"['señalizar', 'accidente', 'alcance', 'daños', 'patrimonio', 'heridos', 'carril', 'derecho', 'vehiculo', '1', 'retira', 'gruas', 'ollero', 'vehiculo', '2', 'retira', 'medios']"
2063,Salida de vía,Accidente de moto en carril derecho sin contrario. El herido es trasladado con pronóstico leve. Policía saca la moto a Arroyofresno,"['accidente', 'moto', 'carril', 'derecho', 'contrario', 'herido', 'trasladado', 'pronostico', 'leve', 'policia', 'saca', 'moto', 'arroyofresno']"
2064,Salida de vía,Caída de motorista sin contrario en carril derecho. El herido es trasladado al Hospital Gómez Ulla,"['caida', 'motorista', 'contrario', 'carril', 'derecho', 'herido', 'trasladado', 'hospital', 'gomez', 'ulla']"
2065,Salida de vía,Vehículo se sale de via causando daños a patrimonio,"['vehiculo', 'sale', 'via', 'causando', 'daños', 'patrimonio']"
2066,Colisión de vehículos,"Accidente por alcance de 4 vehículos carril izquierdo, con dos heridos leves que SAMUR le da el alta en el lugar del accidente. Se efectúa limpieza de calzada. ","['accidente', 'alcance', '4', 'vehiculos', 'carril', 'izquierdo', 'heridos', 'leves', 'samur', 'alta', 'accidente', 'efectua', 'limpieza', 'calzada']"
2067,Salida de vía,Accidente vehículo cuerpo especial de Policía Nacional. Recogemos la zona y aplicamos procedimientos. Señalización/comunicación y estabilización de vehículo. Saca plataforma de Policía Nacional.. ,"['accidente', 'vehiculo', 'cuerpo', 'especial', 'policia', 'nacional', 'recogemos', 'zona', 'aplicamos', 'procedimientos', 'señalizacioncomunicacion', 'estabilizacion', 'vehiculo', 'saca', 'plataforma', 'policia', 'nacional']"
2068,Colisión de vehículos,Colisión entre un turismo y una moto. Al llegar al punto solo queda la moto que está reanudando la marcha (no foto),"['colision', 'turismo', 'moto', 'llegar', 'punto', 'queda', 'moto', 'reanudando', 'marcha', 'foto']"
2069,Colisión de vehículos,Colisión de 3 vehículos en carril central. ,"['colision', '3', 'vehiculos', 'carril', 'central']"
2070,Colisión de vehículos,A nuestra llegada estan terminado de intercambiar datos y salen por sus medios. No cortamos carril,"['llegada', 'terminado', 'intercambiar', 'datos', 'salen', 'medios', 'cortamos', 'carril']"
2071,Colisión de vehículos,"Alcance entre vehículos. Ocho heridos, 2 dados de alta en el punto y 6 trasladados por SAMUR","['alcance', 'vehiculos', 'heridos', '2', 'dados', 'alta', 'punto', '6', 'trasladados', 'samur']"
2072,Colisión de vehículos,Colisión de moto y coche. Carril izquierdo sin heridos ni daños. Corto hasta retirada de ambos con grúas propias,"['colision', 'moto', 'coche', 'carril', 'izquierdo', 'heridos', 'daños', 'corto', 'retirada', 'gruas']"
2073,Colisión de vehículos,Colisión moto/coche con heridos sin daños en carril izquierdo. Corto carril hasta que SAMUR atiende y traslada a usuario de moto (leve) al Hospital La Princesa. Vehículo 1 con grúa propia y vehículo 2 con grúas Ollero. ,"['colision', 'motocoche', 'heridos', 'daños', 'carril', 'izquierdo', 'corto', 'carril', 'samur', 'atiende', 'traslada', 'usuario', 'moto', 'leve', 'hospital', 'princesa', 'vehiculo', '1', 'grua', 'vehiculo', '2', 'gruas', 'ollero']"
2074,Salida de vía,"Salida de vía con resultado de vuelco en 07CL, con daños y heridos. 1 herido trasladado al Hospital Gregorio Marañon con pronóstico reservado. Se cortan 3 carriles","['salida', 'via', 'resultado', 'vuelco', '07cl', 'daños', 'heridos', '1', 'herido', 'trasladado', 'hospital', 'gregorio', 'marañon', 'pronostico', 'reservado', 'cortan', '3', 'carriles']"
2075,Salida de vía,El vehículo se encuentra sobre sus cuatro ruedas. No SAMUR. Solicitan C-10. Sacamos el vehículo a la C/ Bosco,"['vehiculo', 'ruedas', 'samur', 'solicitan', 'c10', 'sacamos', 'vehiculo', 'bosco']"
2076,Salida de vía,"Salida de vía en isleta central produciendo daños al patrimonio. Corte total de ramal, herido sin pronóstico es trasladado. Recojo restos y limpio calzada de barro","['salida', 'via', 'isleta', 'central', 'produciendo', 'daños', 'patrimonio', 'corte', 'ramal', 'herido', 'pronostico', 'trasladado', 'recojo', 'restos', 'limpio', 'calzada', 'barro']"
2077,Colisión de vehículos,"Accidente en carriles centrales. Policía saca los vehículos a la C/ Embajadores. Señalizo en arcén derecho,, se queda un vehículo señalizado a la espera de grúa","['accidente', 'carriles', 'centrales', 'policia', 'saca', 'vehiculos', 'embajadores', 'señalizo', 'arcen', 'derecho', 'queda', 'vehiculo', 'señalizado', 'espera', 'grua']"
2078,Colisión de vehículos,"Colisión por alcance sin heridos ni daños en carril izquierdo. Se corta tráfico pasando éstos al carril derecho, corto carril derecho hasta retirada. ","['colision', 'alcance', 'heridos', 'daños', 'carril', 'izquierdo', 'corta', 'trafico', 'pasando', 'carril', 'derecho', 'corto', 'carril', 'derecho', 'retirada']"
2079,Colisión de vehículos,"Colisión de 2 vehículos por alcance, sin víctimas. Los vehículos salen por sus medios. ","['colision', '2', 'vehiculos', 'alcance', 'victimas', 'vehiculos', 'salen', 'medios']"
2080,Colisión de vehículos,"Colisión de vehículos en entrada al 12RA, solo 1 vehículo en el punto. Sacamos vehículo al arcén derecho del 12RA hasta retirada en grúa propia. Sin heridos ni daños","['colision', 'vehiculos', 'entrada', '12ra', '1', 'vehiculo', 'punto', 'sacamos', 'vehiculo', 'arcen', 'derecho', '12ra', 'retirada', 'grua', 'heridos', 'daños']"
2081,Colisión de vehículos,"Accidente de vehículos. Se trata de un alcance de dos vehículos, señalizamos con Bul C-15. Los vehículos los retiran una grúa de movilidad y la del usuario respectivamente. El herido es dado de alta en el lugar","['accidente', 'vehiculos', 'alcance', 'vehiculos', 'señalizamos', 'bul', 'c15', 'vehiculos', 'retiran', 'grua', 'movilidad', 'usuario', 'respectivamente', 'herido', 'alta']"
2082,Colisión de vehículos,"Vehículo parado en arcén derecho, pregunto a usuario y dice que otro vehículo ha colisionado con él, dandose a la fuga. Corto carril derecho hasta retirada con grúa propia","['vehiculo', 'parado', 'arcen', 'derecho', 'pregunto', 'usuario', 'vehiculo', 'colisionado', 'dandose', 'fuga', 'corto', 'carril', 'derecho', 'retirada', 'grua']"
2083,Otros,"Accidente provocado por kamikaze, con heridos y daños. Se corta XC, en 06XC60 desviando el tráfico por 06CN a las 05:26, y se corta el 04CT a las 5:28, hasta que equipos de emergencia actuan y se limpia calzada con apoyo de retenes. Herido de vehículo 2 trasladado a la PAZ, heridos de los vehículos 3 y 4 al Gregorio Marañon. A las 08:35 se ertiran los cortes.","['accidente', 'provocado', 'kamikaze', 'heridos', 'daños', 'corta', 'xc', '06xc60', 'desviando', 'trafico', '06cn', '0526', 'corta', '04ct', '528', 'equipos', 'emergencia', 'actuan', 'limpia', 'calzada', 'apoyo', 'retenes', 'herido', 'vehiculo', '2', 'trasladado', 'paz', 'heridos', 'vehiculos', '3', '4', 'gregorio', 'marañon', '0835', 'ertiran', 'cortes']"
2084,Colisión de vehículos,"Alcance lateral leve, Policía lo saca de zona.","['alcance', 'lateral', 'leve', 'policia', 'saca', 'zona']"
2085,Colisión de vehículos,"Colisión por alcance de varios vehiculos, sin daños personales, ni materiales. Todos se retiran por sus medios.","['colision', 'alcance', 'vehiculos', 'daños', 'personales', 'materiales', 'retiran', 'medios']"
2086,Colisión de vehículos,"Accidente en carril izquierdo, 1 herido leve dado de alta en el lugar.","['accidente', 'carril', 'izquierdo', '1', 'herido', 'leve', 'alta']"
2087,Colisión de vehículos,Señalizar vehiculos accidentados en carril derecho.,"['señalizar', 'vehiculos', 'accidentados', 'carril', 'derecho']"
2088,Colisión de vehículos,Señalizar vehiculo accidentado en carril y arcen derecho.,"['señalizar', 'vehiculo', 'accidentado', 'carril', 'arcen', 'derecho']"
2089,Colisión de vehículos,Señalizar vehiculos accidentados en carrril izquierdo.,"['señalizar', 'vehiculos', 'accidentados', 'carrril', 'izquierdo']"
2090,Colisión de vehículos,Accidente entre 2 vehículos en el carril izquierdo. 1 herido leve dado de alta en el punto por el Samur. Se realiza limpieza de restos y vertido de combustible. Policía Municipal los retira fuera de M-30.,"['accidente', '2', 'vehiculos', 'carril', 'izquierdo', '1', 'herido', 'leve', 'alta', 'punto', 'samur', 'realiza', 'limpieza', 'restos', 'vertido', 'combustible', 'policia', 'municipal', 'retira', 'm30']"
